103.81632,1.27971,70
103.81632,1.27972,71
103.81632,1.27973,72
103.81633,1.27974,73
103.81634,1.27975,74
103.81635,1.27976,75
103.81636,1.27977,76
103.81637,1.27978,77
103.81638,1.27979,78
103.81639,1.2798,79
103.8164,1.27981,80
103.81641,1.27982,81
103.81641,1.27983,81
103.81641,1.27984,81
103.81641,1.27985,81
103.81641,1.27986,81
103.81641,1.27987,81
103.81641,1.27988,81
103.81641,1.27989,81
103.81641,1.2799,81
103.81641,1.27991,81
103.81641,1.27992,81
103.81641,1.27993,81
103.81641,1.27994,81
103.81641,1.27995,81
103.81641,1.27996,81
103.81641,1.27997,81
103.81641,1.27998,81
103.81641,1.27999,81
103.81641,1.28,81
103.81641,1.28001,81
103.81641,1.28002,81
103.81641,1.28003,81
103.81641,1.28004,81
103.81641,1.28005,81
103.81641,1.28006,81
103.81641,1.28007,81
103.81641,1.28008,81
103.81641,1.28009,81
103.81641,1.2801,81
103.81641,1.28011,81
103.81641,1.28012,81
103.81641,1.28013,81
103.81641,1.28014,81
103.81641,1.28015,81
103.81641,1.28016,81
103.81641,1.28017,81
103.81641,1.28018,81
103.81641,1.28019,81
103.81641,1.2802,81
103.81641,1.28021,81
103.81641,1.28022,81
103.81641,1.28023,81
103.81641,1.28024,81
103.81642,1.28025,81
103.81643,1.28026,81
103.81644,1.28027,81
103.81645,1.28028,81
103.81646,1.28029,81
103.81647,1.2803,81
103.81648,1.28031,81
103.81649,1.28032,81
103.8165,1.28033,81
103.81651,1.28034,81
103.81652,1.28035,81
103.81653,1.28036,81
103.81654,1.28037,80
103.81655,1.28038,79
103.81656,1.28039,78
